lead_sid,config_dir,lead_transcript,member,subagent_type,brief_class,spawn_ok,spawn_ts_utc,n_idle_notifications,first_idle_utc,teardown_by_lead,teardown_ts_utc,latency_idle_to_teardown_s,idle_after_teardown,fleet_reap_ts_utc,fate,lead_last_record_utc,lead_disposition
cd5eee6e-daa5-47a9-8fba-bf08edf874ec,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/cd5eee6e-daa5-47a9-8fba-bf08edf874ec.jsonl,unifi-web,general-purpose,ambiguous,True,2026-09-15T21:43:53.788Z,0,,shutdown_request,2026-09-15T22:12:15.545Z,,0,2026-09-15T23:49:17+00:00,torn down by lead,2026-09-16T15:12:12.447Z,shutdown_request-ALL
cd5eee6e-daa5-47a9-8fba-bf08edf874ec,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/cd5eee6e-daa5-47a9-8fba-bf08edf874ec.jsonl,dfs-risk,general-purpose,research,True,2026-09-15T21:44:00.598Z,0,,shutdown_request,2026-09-15T22:12:16.466Z,,0,2026-09-15T23:49:19+00:00,torn down by lead,2026-09-16T15:12:12.447Z,shutdown_request-ALL
cd5eee6e-daa5-47a9-8fba-bf08edf874ec,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/cd5eee6e-daa5-47a9-8fba-bf08edf874ec.jsonl,unifi-access,general-purpose,ambiguous,True,2026-09-15T21:44:05.608Z,1,2026-09-15T21:51:11.779Z,shutdown_request,2026-09-15T22:12:12.895Z,1261,0,2026-09-15T23:49:24+00:00,torn down by lead,2026-09-16T15:12:12.447Z,shutdown_request-ALL
cd5eee6e-daa5-47a9-8fba-bf08edf874ec,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/cd5eee6e-daa5-47a9-8fba-bf08edf874ec.jsonl,unifi-savefail,general-purpose,ambiguous,True,2026-09-15T22:08:41.109Z,1,2026-09-15T22:12:06.075Z,shutdown_request,2026-09-15T22:12:12.092Z,6,0,,torn down by lead,2026-09-16T15:12:12.447Z,shutdown_request-ALL
cd5eee6e-daa5-47a9-8fba-bf08edf874ec,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/cd5eee6e-daa5-47a9-8fba-bf08edf874ec.jsonl,unifi-demo,general-purpose,ambiguous,True,2026-09-16T04:06:13.436Z,1,2026-09-16T04:14:16.075Z,shutdown_request,2026-09-16T07:06:57.175Z,10361,0,2026-09-16T06:12:33+00:00,torn down by lead,2026-09-16T15:12:12.447Z,shutdown_request-ALL
cd5eee6e-daa5-47a9-8fba-bf08edf874ec,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/cd5eee6e-daa5-47a9-8fba-bf08edf874ec.jsonl,unifi-appshots,general-purpose,ambiguous,True,2026-09-16T04:06:18.452Z,0,,shutdown_request,2026-09-16T07:06:58.368Z,,0,2026-09-16T06:14:06+00:00,torn down by lead,2026-09-16T15:12:12.447Z,shutdown_request-ALL
dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43.jsonl,A1-SNA,deep-research,research,True,2026-08-30T21:47:12.580Z,0,,shutdown_request,2026-08-31T01:32:17.343Z,,0,2026-08-30T21:52:49+00:00,torn down by lead,2026-09-01T03:26:06.107Z,shutdown_request-SOME
dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43.jsonl,A2-LAX,deep-research,research,True,2026-08-30T21:47:21.105Z,2,2026-08-30T21:53:40.048Z,shutdown_request,2026-08-31T01:32:18.051Z,13118,1,2026-08-31T01:32:27+00:00,torn down by lead,2026-09-01T03:26:06.107Z,shutdown_request-SOME
dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43.jsonl,A3-ALT,deep-research,research,True,2026-08-30T21:47:30.349Z,0,,shutdown_request,2026-08-31T01:32:18.778Z,,0,2026-08-31T01:32:32+00:00,torn down by lead,2026-09-01T03:26:06.107Z,shutdown_request-SOME
dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43.jsonl,A4-GROUND,deep-research,research,True,2026-08-30T21:47:43.307Z,1,2026-08-30T21:49:59.399Z,shutdown_request,2026-08-31T01:32:19.474Z,13340,0,2026-08-31T01:32:35+00:00,torn down by lead,2026-09-01T03:26:06.107Z,shutdown_request-SOME
dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43.jsonl,A5-ARRIVAL,deep-research,research,True,2026-08-30T21:47:54.711Z,0,,shutdown_request,2026-08-31T01:32:20.174Z,,0,2026-08-31T01:32:27+00:00,torn down by lead,2026-09-01T03:26:06.107Z,shutdown_request-SOME
dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43.jsonl,A6-POLICY,deep-research,research,True,2026-08-30T21:48:07.478Z,0,,shutdown_request,2026-08-31T01:32:21.641Z,,0,2026-08-31T01:32:36+00:00,torn down by lead,2026-09-01T03:26:06.107Z,shutdown_request-SOME
dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43.jsonl,A7-RISK,deep-research,research,True,2026-08-30T21:48:18.810Z,0,,shutdown_request,2026-08-31T01:32:22.358Z,,0,2026-08-30T21:54:17+00:00,torn down by lead,2026-09-01T03:26:06.107Z,shutdown_request-SOME
dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43.jsonl,B1-TONIGHT,deep-research,research,True,2026-08-30T21:55:27.190Z,1,2026-08-30T21:58:40.218Z,shutdown_request,2026-08-31T01:32:22.792Z,12822,0,2026-08-31T01:32:40+00:00,torn down by lead,2026-09-01T03:26:06.107Z,shutdown_request-SOME
dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43.jsonl,C1-CAMBRIA,deep-research,research,True,2026-08-31T05:20:09.678Z,2,2026-08-31T05:22:27.896Z,none,,,0,2026-08-31T05:38:51+00:00,reaped by teammate-auto-shutdown.sh,2026-09-01T03:26:06.107Z,shutdown_request-SOME
4f2ef1b9-429e-4203-a883-15367c5ac025,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-sevenrooms-bridge/4f2ef1b9-429e-4203-a883-15367c5ac025.jsonl,silver-platter-fix,general-purpose,impl,True,2026-08-23T01:34:34.586Z,2,2026-08-23T04:01:30.490Z,shutdown_request,2026-08-23T06:18:04.127Z,21,0,,torn down by lead,2026-08-23T08:07:13.938Z,shutdown_request-ALL
ba08cab8-7b28-438a-a981-61c101a5c080,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-voiceink/ba08cab8-7b28-438a-a981-61c101a5c080.jsonl,a1-arming-ui,deep-research,research,True,2026-09-14T15:54:30.032Z,0,,shutdown_request,2026-09-14T21:27:33.221Z,,0,,torn down by lead,2026-09-14T21:33:47.452Z,shutdown_request-SOME
ba08cab8-7b28-438a-a981-61c101a5c080,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-voiceink/ba08cab8-7b28-438a-a981-61c101a5c080.jsonl,a2-ollama-params,deep-research,research,True,2026-09-14T15:54:39.012Z,0,,TaskStop,2026-09-14T16:40:55.180Z,,0,,torn down by lead,2026-09-14T21:33:47.452Z,shutdown_request-SOME
ba08cab8-7b28-438a-a981-61c101a5c080,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-voiceink/ba08cab8-7b28-438a-a981-61c101a5c080.jsonl,a4-ladder-order,deep-research,research,True,2026-09-14T15:54:46.457Z,0,,TaskStop,2026-09-14T16:40:55.318Z,,0,,torn down by lead,2026-09-14T21:33:47.452Z,shutdown_request-SOME
ba08cab8-7b28-438a-a981-61c101a5c080,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-voiceink/ba08cab8-7b28-438a-a981-61c101a5c080.jsonl,a6-inproduct-verify,deep-research,research,True,2026-09-14T15:54:54.123Z,0,,shutdown_request,2026-09-14T16:09:38.002Z,,0,,torn down by lead,2026-09-14T21:33:47.452Z,shutdown_request-SOME
ba08cab8-7b28-438a-a981-61c101a5c080,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-voiceink/ba08cab8-7b28-438a-a981-61c101a5c080.jsonl,a7-cleanup,deep-research,research,True,2026-09-14T15:55:06.486Z,0,,TaskStop,2026-09-14T16:40:55.594Z,,0,,torn down by lead,2026-09-14T21:33:47.452Z,shutdown_request-SOME
ba08cab8-7b28-438a-a981-61c101a5c080,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-voiceink/ba08cab8-7b28-438a-a981-61c101a5c080.jsonl,a8-adversarial,deep-research,research,True,2026-09-14T15:55:14.828Z,0,,TaskStop,2026-09-14T16:40:55.686Z,,0,,torn down by lead,2026-09-14T21:33:47.452Z,shutdown_request-SOME
ba08cab8-7b28-438a-a981-61c101a5c080,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-voiceink/ba08cab8-7b28-438a-a981-61c101a5c080.jsonl,v1-verify-d3-d6,deep-research,research,True,2026-09-14T19:05:49.954Z,0,,shutdown_request,2026-09-14T21:27:30.238Z,,0,,torn down by lead,2026-09-14T21:33:47.452Z,shutdown_request-SOME
ba08cab8-7b28-438a-a981-61c101a5c080,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-voiceink/ba08cab8-7b28-438a-a981-61c101a5c080.jsonl,v2-verify-d7-d10,deep-research,research,True,2026-09-14T19:05:56.467Z,0,,shutdown_request,2026-09-14T21:27:30.886Z,,0,,torn down by lead,2026-09-14T21:33:47.452Z,shutdown_request-SOME
ba08cab8-7b28-438a-a981-61c101a5c080,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-voiceink/ba08cab8-7b28-438a-a981-61c101a5c080.jsonl,v3-verify-d11-d13,deep-research,research,True,2026-09-14T19:26:15.080Z,0,,shutdown_request,2026-09-14T21:27:31.631Z,,0,,torn down by lead,2026-09-14T21:33:47.452Z,shutdown_request-SOME
ba08cab8-7b28-438a-a981-61c101a5c080,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-voiceink/ba08cab8-7b28-438a-a981-61c101a5c080.jsonl,v4-verify-d14-d17,deep-research,research,True,2026-09-14T19:26:20.748Z,0,,shutdown_request,2026-09-14T21:27:32.494Z,,0,,torn down by lead,2026-09-14T21:33:47.452Z,shutdown_request-SOME
fda89732-30f9-4e38-a2a5-41233e409584,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-exhaustive-drive/fda89732-30f9-4e38-a2a5-41233e409584.jsonl,ed-w2-b6,deep-research,research,False,2026-09-09T07:20:43.704Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-09T17:46:29.764Z,NOTHING
fda89732-30f9-4e38-a2a5-41233e409584,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-exhaustive-drive/fda89732-30f9-4e38-a2a5-41233e409584.jsonl,ed-w2-b5,deep-research,research,True,2026-09-09T07:20:54.056Z,0,,none,,,0,,NEVER CLOSED,2026-09-09T17:46:29.764Z,NOTHING
fda89732-30f9-4e38-a2a5-41233e409584,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-exhaustive-drive/fda89732-30f9-4e38-a2a5-41233e409584.jsonl,ed-w2-b4,deep-research,research,False,2026-09-09T07:21:04.570Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-09T17:46:29.764Z,NOTHING
a815fee5-a7e5-41ac-8c0e-32b23ae35b71,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-stranded-branches/a815fee5-a7e5-41ac-8c0e-32b23ae35b71.jsonl,janitor-diag,general-purpose,ambiguous,True,2026-08-22T05:36:40.203Z,0,,none,,,0,2026-08-22T05:42:07+00:00,reaped by teammate-auto-shutdown.sh,2026-08-22T06:08:53.194Z,NOTHING
e5ab6841-95e9-4555-ba91-333b81e1ae34,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-806277b4eb8b/e5ab6841-95e9-4555-ba91-333b81e1ae34.jsonl,adj-a,deep-research,research,False,2026-09-08T13:24:29.922Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-08T14:55:03.980Z,NOTHING
e5ab6841-95e9-4555-ba91-333b81e1ae34,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-806277b4eb8b/e5ab6841-95e9-4555-ba91-333b81e1ae34.jsonl,adj-b,deep-research,research,True,2026-09-08T13:24:37.699Z,0,,none,,,0,2026-09-08T15:29:51+00:00,reaped by teammate-auto-shutdown.sh,2026-09-08T14:55:03.980Z,NOTHING
e5ab6841-95e9-4555-ba91-333b81e1ae34,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-806277b4eb8b/e5ab6841-95e9-4555-ba91-333b81e1ae34.jsonl,adj-c,deep-research,research,False,2026-09-08T13:24:46.168Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-08T14:55:03.980Z,NOTHING
e5ab6841-95e9-4555-ba91-333b81e1ae34,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-806277b4eb8b/e5ab6841-95e9-4555-ba91-333b81e1ae34.jsonl,adj-d,deep-research,research,False,2026-09-08T13:24:54.643Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-08T14:55:03.980Z,NOTHING
e5ab6841-95e9-4555-ba91-333b81e1ae34,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-806277b4eb8b/e5ab6841-95e9-4555-ba91-333b81e1ae34.jsonl,adj-e,deep-research,research,False,2026-09-08T13:25:02.408Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-08T14:55:03.980Z,NOTHING
e5ab6841-95e9-4555-ba91-333b81e1ae34,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-806277b4eb8b/e5ab6841-95e9-4555-ba91-333b81e1ae34.jsonl,adj-f,deep-research,research,True,2026-09-08T13:25:10.878Z,0,,none,,,0,2026-09-08T15:36:25+00:00,reaped by teammate-auto-shutdown.sh,2026-09-08T14:55:03.980Z,NOTHING
e5ab6841-95e9-4555-ba91-333b81e1ae34,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-806277b4eb8b/e5ab6841-95e9-4555-ba91-333b81e1ae34.jsonl,adj-g,deep-research,research,False,2026-09-08T13:25:18.644Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-08T14:55:03.980Z,NOTHING
e5ab6841-95e9-4555-ba91-333b81e1ae34,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-806277b4eb8b/e5ab6841-95e9-4555-ba91-333b81e1ae34.jsonl,adj-h,deep-research,research,False,2026-09-08T13:25:26.503Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-08T14:55:03.980Z,NOTHING
68d18dc1-d04f-4c06-bb8c-cafd83c8f708,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-b1f7763af89f/68d18dc1-d04f-4c06-bb8c-cafd83c8f708.jsonl,b1f7-reaperlint,,impl,False,2026-09-10T07:58:58.697Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-10T14:32:53.373Z,shutdown_request-ALL
68d18dc1-d04f-4c06-bb8c-cafd83c8f708,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-b1f7763af89f/68d18dc1-d04f-4c06-bb8c-cafd83c8f708.jsonl,b1f7-paneid,,impl,True,2026-09-10T07:59:25.577Z,0,,shutdown_request,2026-09-10T08:12:33.633Z,,0,,torn down by lead,2026-09-10T14:32:53.373Z,shutdown_request-ALL
68d18dc1-d04f-4c06-bb8c-cafd83c8f708,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-b1f7763af89f/68d18dc1-d04f-4c06-bb8c-cafd83c8f708.jsonl,b1f7-growth,,ambiguous,False,2026-09-10T07:59:50.801Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-10T14:32:53.373Z,shutdown_request-ALL
dc73c0ce-1fed-4350-afdf-0278c4e311ce,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-b69b1d957cec/dc73c0ce-1fed-4350-afdf-0278c4e311ce.jsonl,gh-adversary,deep-research,research,False,2026-09-08T06:15:06.257Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-08T07:34:17.545Z,shutdown_request-ALL
dc73c0ce-1fed-4350-afdf-0278c4e311ce,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-b69b1d957cec/dc73c0ce-1fed-4350-afdf-0278c4e311ce.jsonl,band-containment,deep-research,research,False,2026-09-08T06:15:21.725Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-08T07:34:17.545Z,shutdown_request-ALL
dc73c0ce-1fed-4350-afdf-0278c4e311ce,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-b69b1d957cec/dc73c0ce-1fed-4350-afdf-0278c4e311ce.jsonl,band-hooks,deep-research,research,True,2026-09-08T06:15:36.480Z,1,2026-09-08T06:49:28.722Z,shutdown_request,2026-09-08T07:33:28.105Z,2640,0,2026-09-08T08:24:18+00:00,torn down by lead,2026-09-08T07:34:17.545Z,shutdown_request-ALL
213c421b-af03-4f99-aede-c0d08272c771,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-3/213c421b-af03-4f99-aede-c0d08272c771.jsonl,church-walls,general-purpose,research,True,2026-08-28T09:36:10.001Z,2,2026-08-28T09:48:03.775Z,none,,,0,2026-08-28T10:00:34+00:00,reaped by teammate-auto-shutdown.sh,2026-08-28T11:48:59.379Z,NOTHING
213c421b-af03-4f99-aede-c0d08272c771,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-3/213c421b-af03-4f99-aede-c0d08272c771.jsonl,room-church-main,general-purpose,research,True,2026-08-28T10:09:34.527Z,2,2026-08-28T10:24:47.854Z,none,,,0,2026-08-28T10:24:56+00:00,reaped by teammate-auto-shutdown.sh,2026-08-28T11:48:59.379Z,NOTHING
213c421b-af03-4f99-aede-c0d08272c771,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-3/213c421b-af03-4f99-aede-c0d08272c771.jsonl,room-vinyl-second,general-purpose,research,True,2026-08-28T10:09:58.943Z,0,,none,,,0,2026-08-28T10:23:52+00:00,reaped by teammate-auto-shutdown.sh,2026-08-28T11:48:59.379Z,NOTHING
213c421b-af03-4f99-aede-c0d08272c771,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-3/213c421b-af03-4f99-aede-c0d08272c771.jsonl,room-vinyl-ground,general-purpose,research,True,2026-08-28T10:10:21.243Z,2,2026-08-28T10:19:33.829Z,none,,,0,2026-08-28T10:20:50+00:00,reaped by teammate-auto-shutdown.sh,2026-08-28T11:48:59.379Z,NOTHING
213c421b-af03-4f99-aede-c0d08272c771,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-3/213c421b-af03-4f99-aede-c0d08272c771.jsonl,room-vinyl-basement,general-purpose,research,True,2026-08-28T10:10:48.738Z,3,2026-08-28T10:22:49.900Z,none,,,0,2026-08-28T10:26:51+00:00,reaped by teammate-auto-shutdown.sh,2026-08-28T11:48:59.379Z,NOTHING
213c421b-af03-4f99-aede-c0d08272c771,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-3/213c421b-af03-4f99-aede-c0d08272c771.jsonl,room-church-balcony,general-purpose,research,True,2026-08-28T10:11:16.991Z,2,2026-08-28T10:31:52.675Z,none,,,0,2026-08-28T10:33:58+00:00,reaped by teammate-auto-shutdown.sh,2026-08-28T11:48:59.379Z,NOTHING
213c421b-af03-4f99-aede-c0d08272c771,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-3/213c421b-af03-4f99-aede-c0d08272c771.jsonl,church-4-items,general-purpose,research,True,2026-08-28T11:23:04.164Z,1,2026-08-28T11:43:17.407Z,none,,,0,2026-08-28T11:41:18+00:00,reaped by teammate-auto-shutdown.sh,2026-08-28T11:48:59.379Z,NOTHING
4b6236de-a5ae-4293-9698-3fd07ec096a7,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-3/4b6236de-a5ae-4293-9698-3fd07ec096a7.jsonl,index-styling,general-purpose,ambiguous,True,2026-08-28T06:35:06.962Z,1,2026-08-28T06:58:23.471Z,shutdown_request,2026-08-28T06:58:37.442Z,14,0,2026-08-28T06:55:28+00:00,torn down by lead,2026-08-28T08:12:11.805Z,shutdown_request-ALL
7644bebe-1bbd-430c-a7f5-9af947cd1440,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-3/7644bebe-1bbd-430c-a7f5-9af947cd1440.jsonl,runbook-reviser,general-purpose,impl,True,2026-08-27T10:32:01.257Z,2,2026-08-27T10:43:22.148Z,shutdown_request,2026-08-27T10:47:46.115Z,264,1,,torn down by lead,2026-08-28T00:45:03.678Z,shutdown_request-ALL
5019cfff-395b-44c2-9156-ebc001257e46,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-5/5019cfff-395b-44c2-9156-ebc001257e46.jsonl,reg-church-balcony,general-purpose,research,True,2026-08-27T07:27:46.117Z,1,2026-08-27T08:07:38.092Z,none,,,0,2026-08-27T07:48:02+00:00,reaped by teammate-auto-shutdown.sh,2026-08-27T08:52:31.755Z,NOTHING
5019cfff-395b-44c2-9156-ebc001257e46,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-5/5019cfff-395b-44c2-9156-ebc001257e46.jsonl,reg-vinyl-basement,general-purpose,research,True,2026-08-27T07:28:02.357Z,1,2026-08-27T08:11:38.882Z,none,,,0,2026-08-27T08:07:46+00:00,reaped by teammate-auto-shutdown.sh,2026-08-27T08:52:31.755Z,NOTHING
5019cfff-395b-44c2-9156-ebc001257e46,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-5/5019cfff-395b-44c2-9156-ebc001257e46.jsonl,reg-vinyl-ground,general-purpose,research,True,2026-08-27T07:28:22.239Z,0,,none,,,0,2026-08-27T08:26:13+00:00,reaped by teammate-auto-shutdown.sh,2026-08-27T08:52:31.755Z,NOTHING
5019cfff-395b-44c2-9156-ebc001257e46,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-5/5019cfff-395b-44c2-9156-ebc001257e46.jsonl,reg-vinyl-rooftop,general-purpose,research,True,2026-08-27T07:28:39.279Z,0,,none,,,0,2026-08-27T07:56:53+00:00,reaped by teammate-auto-shutdown.sh,2026-08-27T08:52:31.755Z,NOTHING
6159760e-5ebd-4ad8-8b59-60bd81692da7,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-5/6159760e-5ebd-4ad8-8b59-60bd81692da7.jsonl,verify-RA1,Explore,research,True,2026-08-22T05:02:16.150Z,1,2026-08-22T05:06:25.648Z,none,,,0,,NEVER CLOSED,2026-08-22T05:58:52.613Z,NOTHING
6159760e-5ebd-4ad8-8b59-60bd81692da7,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-5/6159760e-5ebd-4ad8-8b59-60bd81692da7.jsonl,verify-RA2,Explore,research,True,2026-08-22T05:02:31.674Z,0,,none,,,0,,NEVER CLOSED,2026-08-22T05:58:52.613Z,NOTHING
6159760e-5ebd-4ad8-8b59-60bd81692da7,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-5/6159760e-5ebd-4ad8-8b59-60bd81692da7.jsonl,verify-RB,Explore,research,True,2026-08-22T05:02:44.359Z,0,,none,,,0,,NEVER CLOSED,2026-08-22T05:58:52.613Z,NOTHING
6159760e-5ebd-4ad8-8b59-60bd81692da7,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-5/6159760e-5ebd-4ad8-8b59-60bd81692da7.jsonl,verify-RC,Explore,research,True,2026-08-22T05:02:59.251Z,0,,none,,,0,2026-08-22T05:09:18+00:00,reaped by teammate-auto-shutdown.sh,2026-08-22T05:58:52.613Z,NOTHING
6159760e-5ebd-4ad8-8b59-60bd81692da7,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-5/6159760e-5ebd-4ad8-8b59-60bd81692da7.jsonl,verify-RD,Explore,research,True,2026-08-22T05:03:18.366Z,1,2026-08-22T05:08:22.945Z,none,,,0,,NEVER CLOSED,2026-08-22T05:58:52.613Z,NOTHING
6159760e-5ebd-4ad8-8b59-60bd81692da7,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-5/6159760e-5ebd-4ad8-8b59-60bd81692da7.jsonl,verify-RE,Explore,research,True,2026-08-22T05:03:38.134Z,0,,none,,,0,2026-08-22T05:09:24+00:00,reaped by teammate-auto-shutdown.sh,2026-08-22T05:58:52.613Z,NOTHING
6159760e-5ebd-4ad8-8b59-60bd81692da7,.claude-secondary,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-pool-5/6159760e-5ebd-4ad8-8b59-60bd81692da7.jsonl,verify-RF,Explore,research,True,2026-08-22T05:03:55.132Z,0,,none,,,0,,NEVER CLOSED,2026-08-22T05:58:52.613Z,NOTHING
