close_ts_local,close_ts_utc,team,member,agent_type,pane,decidable,last_assistant_kind,last_assistant_age_s,pending_tool_use_at_close,deliverable_written_before_close,deliverable_paths_in_brief,lead_msg_to_member_within_10min,lead_msg_summary,patch_at_close,checkpoint_at_close,nothing_to_checkpoint,records_after_close,flags,verdict,member_transcript
2026-08-23 00:45:28,2026-08-23 05:45:28,session-93cc3f0b,session-census,general-purpose,590,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 00:46:44,2026-08-23 05:46:44,session-93cc3f0b,burn-attrib,general-purpose,592,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 02:36:42,2026-08-23 07:36:42,session-0c9e2b7a,ratify-azure,general-purpose,599,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 02:46:34,2026-08-23 07:46:34,session-0c9e2b7a,ratify-console,general-purpose,598,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 02:46:41,2026-08-23 07:46:41,session-0c9e2b7a,ratify-focusring,general-purpose,597,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 03:14:08,2026-08-23 08:14:08,session-5e3fdd13,A7-detectability,deep-research,605,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 03:15:50,2026-08-23 08:15:50,session-0c9e2b7a,ratify-desk,general-purpose,606,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 03:24:14,2026-08-23 08:24:14,session-5e3fdd13,A6-row-census,deep-research,604,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-23 03:36:52,2026-08-23 08:36:52,session-5e3fdd13,A4-abnormal-death,deep-research,603,no,,,,,,0,,,yes,,,,UNCERTAIN,
2026-08-23 13:13:37,2026-08-23 18:13:37,session-c946091d,name-render,general-purpose,612,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-23 13:16:56,2026-08-23 18:16:56,session-c946091d,ring-cutoff,general-purpose,613,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-23 13:17:48,2026-08-23 18:17:48,session-c946091d,cap-origin,general-purpose,611,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-23 13:35:42,2026-08-23 18:35:42,session-ff6bc7bd,length-vs-acted,deep-research,614,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 14:09:01,2026-08-23 19:09:01,session-e7b0b37c,A4-createpath,deep-research,620,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-23 14:09:32,2026-08-23 19:09:32,session-e7b0b37c,A5-push,deep-research,621,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 14:12:42,2026-08-23 19:12:42,session-e7b0b37c,A2-api,deep-research,618,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 14:14:03,2026-08-23 19:14:03,session-e7b0b37c,A6-control,deep-research,622,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 14:14:22,2026-08-23 19:14:22,session-e7b0b37c,A8-instrument,deep-research,624,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 14:14:34,2026-08-23 19:14:34,session-e7b0b37c,A7-timeline,deep-research,623,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 14:17:10,2026-08-23 19:17:10,session-e7b0b37c,A3-brief,deep-research,619,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 14:17:19,2026-08-23 19:17:19,session-e7b0b37c,A1-partition,deep-research,617,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 15:03:19,2026-08-23 20:03:19,session-c946091d,tip-provenance,general-purpose,626,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-23 15:04:24,2026-08-23 20:04:24,session-c946091d,blast-radius,general-purpose,629,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-23 15:05:21,2026-08-23 20:05:21,session-c946091d,runner-rollback,general-purpose,634,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-23 15:05:34,2026-08-23 20:05:34,session-c946091d,refute-optionA,general-purpose,635,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-23 15:08:11,2026-08-23 20:08:11,session-c946091d,fix-surface,general-purpose,632,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-23 15:45:26,2026-08-23 20:45:26,session-c946091d,drift-monitor,general-purpose,627,no,,,,,,0,,,,,,,UNCERTAIN,
2026-08-23 15:45:29,2026-08-23 20:45:29,session-c946091d,two-lane-intent,general-purpose,630,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-23 15:45:36,2026-08-23 20:45:36,session-c946091d,test-intent,general-purpose,631,no,,,,,,0,,,,,,,UNCERTAIN,
2026-08-23 15:45:38,2026-08-23 20:45:38,session-c946091d,refuter,general-purpose,633,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-23 16:48:52,2026-08-23 21:48:52,session-c262a75c,replay-mutation-gap,general-purpose,639,no,,,,,,0,,,yes,,,,UNCERTAIN,
2026-08-25 01:37:28,2026-08-25 06:37:28,session-4c8f4a64,alt-sources,deep-research,15,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-26 00:21:07,2026-08-26 05:21:07,session-65ec307b,fix-silver-platter,general-purpose,73,no,,,,,,0,,,yes,,,,UNCERTAIN,
2026-08-26 00:33:42,2026-08-26 05:33:42,session-65ec307b,s60-preauth,general-purpose,75,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-26 00:51:09,2026-08-26 05:51:09,session-65ec307b,s60-contacts,deep-research,82,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-26 00:55:44,2026-08-26 05:55:44,session-65ec307b,s60-invite,general-purpose,76,no,,,,,,0,,,yes,,,,UNCERTAIN,
2026-08-26 01:38:41,2026-08-26 06:38:41,session-d0630e1c,toolchain-axis,deep-research,84,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-26 03:11:33,2026-08-26 08:11:33,session-712cd18d,W4e,general-purpose,95,no,,,,,,0,,,,,,,UNCERTAIN,
2026-08-26 03:12:43,2026-08-26 08:12:43,session-712cd18d,W4a,general-purpose,91,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-26 03:13:06,2026-08-26 08:13:06,session-712cd18d,W4d,general-purpose,94,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-26 03:43:21,2026-08-26 08:43:21,session-712cd18d,W4c,general-purpose,93,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-26 03:54:05,2026-08-26 08:54:05,session-712cd18d,W4f,general-purpose,98,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-26 08:02:51,2026-08-26 13:02:51,session-712cd18d,W5a2,general-purpose,99,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-26 12:14:06,2026-08-26 17:14:06,session-7f14df92,vinyl-cad,general-purpose,101,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-26 12:16:06,2026-08-26 17:16:06,session-7f14df92,church-cad,general-purpose,100,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-26 20:50:05,2026-08-27 01:50:05,session-e4c78175,gate-rules,Explore,110,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-26 20:52:39,2026-08-27 01:52:39,session-e4c78175,heist-target,Explore,111,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-26 20:54:14,2026-08-27 01:54:14,session-e4c78175,spec-schema,Explore,109,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-27 00:48:08,2026-08-27 05:48:08,session-5019cfff,reg-church-balcony,general-purpose,120,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-27 00:53:02,2026-08-27 05:53:02,session-609597db,local-lane,general-purpose,125,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-27 00:53:17,2026-08-27 05:53:17,session-609597db,flow-econ,general-purpose,127,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-27 00:55:12,2026-08-27 05:55:12,session-609597db,connectivity,general-purpose,128,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-27 00:56:58,2026-08-27 05:56:58,session-5019cfff,reg-vinyl-rooftop,general-purpose,123,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-27 00:58:56,2026-08-27 05:58:56,session-609597db,cloud-lane,general-purpose,126,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-27 01:07:51,2026-08-27 06:07:51,session-5019cfff,reg-vinyl-basement,general-purpose,121,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-27 01:26:18,2026-08-27 06:26:18,session-5019cfff,reg-vinyl-ground,general-purpose,122,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-27 02:38:55,2026-08-27 07:38:55,session-df164b52,reg-vinyl-rooftop,general-purpose,131,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-27 02:43:44,2026-08-27 07:43:44,session-df164b52,reg-vinyl-ground,general-purpose,130,no,,,,,,0,,,yes,,,,UNCERTAIN,
2026-08-27 03:33:56,2026-08-27 08:33:56,session-df164b52,reg-church-main,general-purpose,133,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-27 23:55:32,2026-08-28 04:55:32,session-4b6236de,index-styling,general-purpose,140,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-28 03:00:38,2026-08-28 08:00:38,session-213c421b,church-walls,general-purpose,145,no,,,,,,0,,,yes,,,,UNCERTAIN,
2026-08-28 03:20:55,2026-08-28 08:20:55,session-213c421b,room-vinyl-ground,general-purpose,148,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-28 03:23:57,2026-08-28 08:23:57,session-213c421b,room-vinyl-second,general-purpose,147,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-28 03:25:00,2026-08-28 08:25:00,session-213c421b,room-church-main,general-purpose,146,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-28 03:26:56,2026-08-28 08:26:56,session-213c421b,room-vinyl-basement,general-purpose,149,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-28 03:34:03,2026-08-28 08:34:03,session-213c421b,room-church-balcony,general-purpose,150,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-28 04:41:22,2026-08-28 09:41:22,session-213c421b,church-4-items,general-purpose,151,no,,,,,,0,,,yes,,,,UNCERTAIN,
2026-08-30 14:52:53,2026-08-30 19:52:53,session-dcb07c44,A1-SNA,deep-research,169,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-30 18:32:32,2026-08-30 23:32:32,session-dcb07c44,A5-ARRIVAL,deep-research,173,yes,text,6114,0,yes@2026-08-30T21:49:57,/private/tmp/claude-501/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43/scratchpad/flight-A5-a,0,,,,,7,S:survived_close_records=7,CLEAN,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal-frontier-gowild/048e62df-6101-48ef-beb8-20f683c15722.jsonl
2026-08-30 18:32:32,2026-08-30 23:32:32,session-dcb07c44,A2-LAX,deep-research,170,yes,text,6118,0,yes@2026-08-30T21:50:02,/private/tmp/claude-501/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43/scratchpad/flight-A2-l,0,,yes,yes,,10,S:survived_close_records=10,CLEAN,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal-frontier-gowild/15f15dfc-9438-4064-aac6-b32330d065e1.jsonl
2026-08-30 18:32:38,2026-08-30 23:32:38,session-dcb07c44,A3-ALT,deep-research,171,yes,text,6061,0,yes@2026-08-30T21:51:12,/private/tmp/claude-501/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43/scratchpad/flight-A3-a,0,,,,,10,S:survived_close_records=10,CLEAN,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal-frontier-gowild/c12f7db4-9be7-4e13-b4f7-d81a57962f2c.jsonl
2026-08-30 18:32:40,2026-08-30 23:32:40,session-dcb07c44,A4-GROUND,deep-research,172,yes,text,6162,0,yes@2026-08-30T21:49:33,/private/tmp/claude-501/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43/scratchpad/flight-A4-g,0,,,,,14,S:survived_close_records=14,CLEAN,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal-frontier-gowild/defd8453-7580-43a0-846a-f1280e280b05.jsonl
2026-08-30 18:32:41,2026-08-30 23:32:41,session-dcb07c44,A6-POLICY,deep-research,174,yes,text,6087,0,yes@2026-08-30T21:50:30,/private/tmp/claude-501/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43/scratchpad/flight-A6-p,0,,,,,7,S:survived_close_records=7,CLEAN,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal-frontier-gowild/5c6fd479-9545-4984-bfaa-01f67f2c4de8.jsonl
2026-08-30 18:32:41,2026-08-30 23:32:41,session-dcb07c44,A7-RISK,deep-research,175,yes,text,6097,0,yes@2026-08-30T21:50:35,/private/tmp/claude-501/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43/scratchpad/flight-A7-r,0,,,,,10,S:survived_close_records=10,CLEAN,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal-frontier-gowild/6de84800-9514-4554-bb39-54eb85e98406.jsonl
2026-08-30 18:32:45,2026-08-30 23:32:45,session-dcb07c44,B1-TONIGHT,deep-research,176,yes,text,5646,0,yes@2026-08-30T21:58:23,/private/tmp/claude-501/-Users-chrisren-Development-personal/dcb07c44-e8a6-40a4-ae3c-fd7c48dd8c43/scratchpad/flight-B1-t,0,,yes,yes,,11,S:survived_close_records=11,CLEAN,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/616c0846-63e9-4d02-950c-5d77e01d013a.jsonl
2026-08-30 22:38:55,2026-08-31 03:38:55,session-dcb07c44,C1-CAMBRIA,deep-research,185,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-02 01:17:49,2026-09-02 06:17:49,session-6d405232,readout2,general-purpose,219,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-02 01:19:52,2026-09-02 06:19:52,session-6d405232,sidefx2,general-purpose,221,no,,,,,,0,,,,,,,UNCERTAIN,
2026-09-02 01:19:55,2026-09-02 06:19:55,session-6d405232,blockers2,general-purpose,218,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-03 10:37:58,2026-09-03 15:37:58,session-6d405232,r-custody,general-purpose,234,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-03 10:40:23,2026-09-03 15:40:23,session-6d405232,r-guard,general-purpose,235,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-03 10:41:11,2026-09-03 15:41:11,session-6d405232,r-agentreport,general-purpose,238,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-03 10:45:11,2026-09-03 15:45:11,session-6d405232,r-goal,general-purpose,236,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-03 10:55:04,2026-09-03 15:55:04,session-6d405232,r-reader,general-purpose,237,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-03 12:15:00,2026-09-03 17:15:00,session-c25160c2,cc-version-probe,general-purpose,245,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-03 12:21:43,2026-09-03 17:21:43,session-c25160c2,fable51-plan-probe,general-purpose,246,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-03 19:04:59,2026-09-04 00:04:59,session-4bde8989,pane-retire-probe,,279,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-04 03:59:34,2026-09-04 08:59:34,session-8a020c93,palace-plan,deep-research,287,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-09-04 04:02:27,2026-09-04 09:02:27,session-8a020c93,evolve-menu,deep-research,284,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-09-04 04:44:18,2026-09-04 09:44:18,session-53f08288,cloud-lane,deep-research,291,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-04 04:44:45,2026-09-04 09:44:45,session-53f08288,inflow,deep-research,293,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-04 04:45:48,2026-09-04 09:45:48,session-53f08288,local-lane,deep-research,292,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-04 05:04:09,2026-09-04 10:04:09,session-53f08288,pile-census,deep-research,294,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-09-04 09:14:43,2026-09-04 14:14:43,session-8a020c93,palace-menu,deep-research,286,yes,tool_use:Bash,7286,2,no-evidence,/Users/chrisren/Development/.worktrees/wt-pool-8/data/venue-research/evolve-nanaimo/_fragments/palace-menu.json,0,,,yes,,172,P1:pending_tool_use=2;S:survived_close_records=172,PREMATURE,/Users/chrisren/.claude/projects/-Users-chrisren-Development--worktrees-wt-pool-8/d52111aa-e96c-4c6e-8f32-8ec221101f70.jsonl
2026-09-04 09:34:20,2026-09-04 14:34:20,session-8a020c93,evolve-plan,deep-research,285,yes,tool_use:Bash,8107,1,no-evidence,/Users/chrisren/Development/.worktrees/wt-pool-8/data/venue-research/evolve-nanaimo/_fragments/evolve-plan.json,0,,,yes,,27,P1:pending_tool_use=1;S:survived_close_records=27,PREMATURE,/Users/chrisren/.claude/projects/-Users-chrisren-Development--worktrees-wt-pool-8/d7931ec0-35b5-4f5e-9a9f-51f94112938d.jsonl
2026-09-07 19:27:22,2026-09-08 00:27:22,session-5ff033cd,evgo-policy,deep-research,484,yes,text,7,0,no-path-in-brief,,1,Your taper inference is refuted by the receipt; send pre-auth section :: Your 120-minute finding is valuable and I'm tak,yes,yes,,0,P4:lead_wanted_more=1,PREMATURE,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development-personal/b4043673-dd07-4f8e-a583-ae49647b3ef9.jsonl
2026-09-07 19:35:57,2026-09-08 00:35:57,session-5ff033cd,polestar-side,deep-research,485,yes,text,10,0,no-path-in-brief,,1,"Desync fits; need root cause, resync fix, and the $60 pre-auth source :: Charge-limit desync is now my lead diagnosis to",yes,yes,,0,P4:lead_wanted_more=1,PREMATURE,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development-personal/fd1e2c87-eef4-4a4f-b27d-e965f642f565.jsonl
2026-09-07 19:37:17,2026-09-08 00:37:17,session-5ff033cd,station-forensics,deep-research,486,yes,text,8,0,no-path-in-brief,,1,Need the site-condition driver reports for DALE :: Excellent work — the stall map is exactly what I needed and it change,yes,yes,,0,P4:lead_wanted_more=1,PREMATURE,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development-personal/2bed67bb-05c1-436d-88ee-6835d5e5bfbe.jsonl
2026-09-08 00:06:48,2026-09-08 05:06:48,session-8f4ac4db,w4-provider,deep-research,539,yes,text,8,0,yes@2026-09-08T05:06:18,/tmp/hs/refute-provider.md,0,,,,yes,0,,CLEAN,/Users/chrisren/.claude-tertiary/projects/-Users-chrisren-Development-wt-ptuf2/1d7d7b05-473e-438b-a7e9-6fe949632043.jsonl
2026-09-08 08:29:55,2026-09-08 13:29:55,session-e5ab6841,adj-b,deep-research,571,yes,text,7,0,yes@2026-09-08T13:24:51,/private/tmp/claude-501/-Users-chrisren-Development--worktrees-wt-806277b4eb8b/e5ab6841-95e9-4555-ba91-333b81e1ae34/scra,0,,,,yes,0,,CLEAN,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-806277b4eb8b/ed4192c3-a712-4538-a00c-57904bfa8e43.jsonl
2026-09-08 08:36:29,2026-09-08 13:36:29,session-e5ab6841,adj-f,deep-research,572,yes,text,9,0,yes@2026-09-08T13:29:20,/private/tmp/claude-501/-Users-chrisren-Development--worktrees-wt-806277b4eb8b/e5ab6841-95e9-4555-ba91-333b81e1ae34/scra,0,,yes,yes,,0,,CLEAN,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-wt-806277b4eb8b/39e1105b-de5f-4ee5-a1f5-1a0d8696d823.jsonl
2026-09-08 14:18:43,2026-09-08 19:18:43,session-29781a2d,adj-cloud-meter,general-purpose,590,yes,text,8,0,yes@2026-09-08T19:13:42,/tmp/cc-telemetry/*.json,0,,yes,yes,,0,,CLEAN,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development--worktrees-drain-lane-infra/87eba336-af93-4ed3-b2af-5a657192b057.jsonl
2026-09-08 14:41:17,2026-09-08 19:41:17,session-29781a2d,adj-pane-attr,general-purpose,589,yes,text,5,0,no-path-in-brief,,0,,,,yes,0,,CLEAN,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development--worktrees-drain-lane-infra/1a18c752-c009-45a7-97e6-3c4533bbc1e1.jsonl
2026-09-08 14:41:23,2026-09-08 19:41:23,session-29781a2d,adj-recap-spec,general-purpose,591,yes,text,7,0,no-path-in-brief,,0,,,,yes,0,,CLEAN,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development--worktrees-drain-lane-infra/c6d6114e-9bcc-4e37-8ada-fee1a8844b3d.jsonl
2026-09-08 23:40:58,2026-09-09 04:40:58,session-2878d5d2,A2-generator,deep-research,682,yes,text,7,0,yes@2026-09-09T04:40:31,/private/tmp/claude-501/-Users-chrisren-Development-claude-infrastructure/2878d5d2-270d-4ccb-a718-4f79ad7f21e0/scratchpa,0,,yes,yes,,0,,CLEAN,/Users/chrisren/.claude/projects/-Users-chrisren-Development-claude-infrastructure/576fb26e-0092-4604-808f-7b56d29b0d4c.jsonl
2026-09-08 23:41:50,2026-09-09 04:41:50,session-2878d5d2,A6-commercial,deep-research,683,yes,text,8,0,yes@2026-09-09T04:41:19,/private/tmp/claude-501/-Users-chrisren-Development-claude-infrastructure/2878d5d2-270d-4ccb-a718-4f79ad7f21e0/scratchpa,0,,yes,yes,,0,,CLEAN,/Users/chrisren/.claude/projects/-Users-chrisren-Development-claude-infrastructure/08d3c399-101d-47a2-bf31-f730525102a7.jsonl
2026-09-09 08:05:37,2026-09-09 13:05:37,session-0b70b725,reso-rows,general-purpose,689,yes,text,9,0,no-path-in-brief,,0,,,,yes,0,,CLEAN,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development--worktrees-wt-79e7c3cb7357/84629ea8-34ea-4ff8-9765-29f0584808af.jsonl
2026-09-09 13:55:31,2026-09-09 18:55:31,session-c1cbd215,reverify-6392,deep-research,737,yes,text,9,0,no-path-in-brief,,0,,yes,yes,,0,,CLEAN,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/d1653c44-0a2a-4ac3-bd5e-47c310553b7d.jsonl
2026-09-09 23:23:36,2026-09-10 04:23:36,session-1728a206,adjudicate-capacity,deep-research,55,yes,text,6,0,yes@2026-09-10T04:21:54,/tmp/adjudicate-capacity.md,0,,,,yes,0,,CLEAN,/Users/chrisren/.claude/projects/-Users-chrisren-Development--worktrees-wt-95cbba839b44/da1eea33-58be-4421-8ca6-4e5b4c937d0b.jsonl
2026-09-09 23:26:07,2026-09-10 04:26:07,session-1728a206,adjudicate-infra,deep-research,56,yes,text,5,0,yes@2026-09-10T04:25:53,/tmp/adjudicate-infra.md,0,,yes,yes,,0,,CLEAN,/Users/chrisren/.claude/projects/-Users-chrisren-Development--worktrees-wt-95cbba839b44/fbb3d260-d454-42f3-a00d-4358cbbbaff3.jsonl
2026-09-09 23:27:28,2026-09-10 04:27:28,session-1728a206,adjudicate-venue-docs,deep-research,54,yes,text,5,0,yes@2026-09-10T04:27:08,/tmp/adjudicate-venue-docs.md,0,,yes,yes,,0,,CLEAN,/Users/chrisren/.claude/projects/-Users-chrisren-Development--worktrees-wt-95cbba839b44/ca79691c-040c-4036-9a97-e3a5b1640f52.jsonl
2026-09-10 00:20:50,2026-09-10 05:20:50,session-25de8822,cloud-pipeline,deep-research,65,yes,text,6,0,yes@2026-09-10T05:20:17,/private/tmp/claude-501/-Users-chrisren-Development-claude-infrastructure/25de8822-34fb-4f08-a499-883468736583/scratchpa,0,,yes,yes,,0,,CLEAN,/Users/chrisren/.claude/projects/-Users-chrisren-Development-claude-infrastructure/adcd8fae-423c-4128-b36c-79241e8e7fe5.jsonl
2026-09-10 00:25:14,2026-09-10 05:25:14,session-25de8822,drain-rates,deep-research,63,yes,text,7,0,yes@2026-09-10T05:11:03,/Users/chrisren/.claude/autonomy/backlog.json;/private/tmp/claude-501/-Users-chrisren-Development-claude-infrastructure/,1,"Send the truncated ETA section :: Outstanding work — the role:""dispatcher"" split on the 848 cloud claims and the done→bl",yes,yes,,0,P3:durable_deliverable_absent;P4:lead_wanted_more=1,PREMATURE,/Users/chrisren/.claude/projects/-Users-chrisren-Development-claude-infrastructure/6ba64cef-19e9-446c-b437-5b59e9b50299.jsonl
2026-09-10 00:26:00,2026-09-10 05:26:00,session-25de8822,local-pipeline,deep-research,64,yes,text,7,0,yes@2026-09-10T05:25:21,/Users/chrisren/Development/claude-infrastructure/.claude/rules/agent-operating-lessons.md;/private/tmp/claude-501/-User,0,,yes,yes,,0,,CLEAN,/Users/chrisren/.claude/projects/-Users-chrisren-Development-claude-infrastructure/2506a4ba-8a61-4805-928d-4bbc65757053.jsonl
2026-09-10 00:26:19,2026-09-10 05:26:19,session-25de8822,backlog-floor,deep-research,66,yes,text,6,0,yes@2026-09-10T05:11:53,/Users/chrisren/.claude/autonomy/backlog.json;/private/tmp/claude-501/-Users-chrisren-Development-claude-infrastructure/,0,,yes,yes,,0,P3:durable_deliverable_absent,PREMATURE,/Users/chrisren/.claude/projects/-Users-chrisren-Development-claude-infrastructure/7e50c66d-8d9d-4588-8015-5a50c379e6a4.jsonl
2026-09-11 09:15:28,2026-09-11 14:15:28,session-681ac0ed,B2-screencapture-internals,deep-research,201,yes,text,6,0,yes@2026-09-11T05:29:45,/Users/chrisren/Development/hammerspoon-config/docs/research/screenshot-pipeline-2026-09-10.md;/private/tmp/claude-501/-,0,,,,yes,0,,CLEAN,/Users/chrisren/.claude-tertiary/projects/-Users-chrisren-Development-hammerspoon-config/843b7e0a-154f-4b73-aeb1-bc7f122f535a.jsonl
2026-09-11 09:15:33,2026-09-11 14:15:33,session-681ac0ed,F2-main-thread-audit,deep-research,202,yes,text,10,0,yes@2026-09-11T05:35:31,/private/tmp/claude-501/-Users-chrisren-Development-hammerspoon-config/2d71c6d8-c8be-4fd6-a1c9-8ec08a892019/scratchpad/c,0,,,,yes,0,,CLEAN,/Users/chrisren/.claude-tertiary/projects/-Users-chrisren-Development-hammerspoon-config/ef31912b-2e18-408a-b6eb-70a4ce0ce32b.jsonl
2026-09-12 17:09:05,2026-09-12 22:09:05,session-d83af9ce,src-moet-ice,deep-research,270,yes,text,8,0,no-path-in-brief,,0,,yes,yes,,0,,CLEAN,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development--worktrees-wt-pool-7/7f3394a4-5afe-4211-8edc-cb9da4826d1c.jsonl
2026-09-12 17:10:16,2026-09-12 22:10:16,session-d83af9ce,src-pj-grand-brut,deep-research,272,yes,text,8,0,no-path-in-brief,,0,,yes,yes,,0,,CLEAN,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development--worktrees-wt-pool-7/eaa47740-2f00-4d59-8b28-6603a77d0bab.jsonl
